"age","study_hours","self_study_hours","social_media_hours","gaming_hours","sleep_hours","screen_time_hours","mental_health_score","focus_index","burnout_level","productivity_score","exam_score"
"24","4.88","3.56","3.15","1.72","7.7","3.04","3","23.86","33.64","37.97","9.64"
"16","4.49","0","2.42","0.21","8.19","7.58","7","25.25","45.79","39.39","19.17"
"19","5.29","3.1","1.18","2.26","5.95","1.21","4","33","33.8","47.33","43.03"
"24","1.86","1.04","3.62","1.7","8.15","4.74","9","28.81","39.63","37.32","17.7"
"22","6.88","2.78","4.11","0.4","5.54","3.55","6","34.52","50.62","50.16","26.66"
"23","3.84","1.37","2.85","2.18","6.2","5.75","8","31.52","43.64","40.55","24"
"24","2.35","0","5.22","2.47","5.91","5.04","7","14.61","67.79","19.72","6.1"
"20","5.24","0.81","2.96","0.86","6.03","6.75","4","23.01","50.65","27.68","13.05"
"19","2.61","5.42","5.16","2.24","7.16","5.88","6","28.65","48.77","27.89","4.95"
"22","4.57","3.32","0.87","0.82","6.74","13.56","9","46.21","57.87","58.24","28.28"
"21","3.89","3.96","2.96","3.97","6.69","6.62","10","32.88","37.5","52.76","32.86"
"19","4.28","4.11","3.69","3.27","8.5","7.51","1","28.43","34.35","26.91","14.98"
"17","4.61","1.73","3.23","0","8.13","11.66","9","40.18","45.06","60.12","29.82"
"24","7.06","2.87","0.13","1.79","10","9.29","10","54.23","55.51","65.7","40.26"
"19","2.09","1.22","4.34","0.89","7.85","5.66","1","16.59","40.02","6.54","1"
"22","4.07","1.2","2.98","0.9","6.74","1.25","3","10.01","44.01","18.66","3.96"
"18","8.85","2.78","0.2","1.54","8.76","11.13","1","36.98","56.66","44.84","18.94"
"20","5.78","3.25","3.43","2.04","6","8.84","9","27.48","45.24","46.04","25.09"
"23","1.83","1.48","1.08","0.77","6.61","3.24","3","21.33","40.53","13.39","1"
"19","3.33","3.34","0.49","0.06","6.06","10.14","10","35.45","66.44","27.63","12.2"
"21","6.26","1.56","2.34","3.86","5.93","6.8","10","39.33","39.92","65.32","34.66"
"20","4.55","1.76","5.62","3.17","6.72","9.47","2","20.09","58.34","21.85","2.27"
"16","5.56","3.52","3.64","2.71","7.44","8.39","9","41.21","39.49","56.57","35.45"
"24","7.75","2.76","1.03","0","7.23","6.84","10","51.43","50.1","64.42","35.14"
"16","5.16","1.02","2.6","2.62","7.05","6.87","1","10.82","46.96","21.07","9.4"
"18","4.13","2.89","3.42","2.12","5.71","6.41","4","24.64","33.99","37.19","19.49"
"17","5.71","2.59","4.76","1.92","7.95","5.37","10","42.31","33.49","58.55","31.48"
"21","2.78","4.57","2.21","0.67","7.04","2.79","10","35.62","46.45","41.8","26.74"
"21","0.89","1.88","0.88","1.71","7.38","6.32","1","12.35","37.37","5.35","1"
"21","1.69","1.27","3.01","0.93","7.76","9.3","10","33.02","34.29","49.2","27.21"
"19","7.78","3.64","4.67","0","6.92","9.64","6","42.41","47.11","59.92","34.72"
"21","5.43","4.88","2.17","2.49","6.34","6.49","2","30.91","57.9","32.2","17.84"
"20","4.91","4.12","2.64","1.33","7.15","8.79","4","35.01","47.98","41.26","16.57"
"18","5.83","0.82","5.42","2.53","5.9","6.26","2","15.88","51.68","27.51","9.23"
"25","4.8","3.75","2.54","2.33","6.71","7.91","4","27.74","42.85","32.71","9.06"
"18","5.07","4.12","4.94","1.33","9.24","8.59","8","29.01","19.8","53.48","31.65"
"21","5.81","2.22","0.82","1.81","6.99","8.85","2","33.52","53.97","32.61","15.23"
"17","3.74","2.67","3.58","1.85","4.92","4.92","8","35.35","50.21","48.49","23.01"
"24","5.08","0","3.88","2.51","6.57","4.84","3","7.67","62.39","19.51","1"
"21","7.85","3.28","1.79","2.7","7.44","8.59","5","39.84","49.89","51.81","24.85"
"24","6.67","2.44","4.46","1.36","6.44","4.85","8","42.41","56.42","56.86","19.05"
"17","5.88","2.36","5.63","2.01","4","8.8","5","24.17","56.81","43.7","22.84"
"19","7.95","2.88","3.12","3.48","9.74","8.77","2","32.3","35.53","41.48","21.62"
"16","4.3","2.4","3.96","2.97","6.83","6.47","7","25.11","65.08","36.88","6.28"
"20","4.28","2.38","1.25","0","7.91","5.45","4","27.63","12.92","40.83","27.64"
"20","4.81","2.32","2.28","2.71","5.92","5.41","6","21.9","44.51","33.96","15.63"
"24","8.55","3.55","2.87","1.9","6.85","8.08","1","32.29","40.07","44.17","22.27"
"18","4.1","2.08","6.02","1.89","4.71","5.14","2","12.05","46.96","18.1","6.76"
"20","4.15","2.17","5.05","1.5","7.56","7.26","2","20.08","33.92","20.67","6.46"
"18","4.74","3.13","4.52","5.51","8.9","5.4","3","21.82","30.07","29.88","14.65"
"17","3.44","1.45","2.23","2.43","5.9","2.99","4","16.05","42.62","18.17","4.95"
"23","1.69","1.37","5.25","3.78","8.3","6.59","3","5.85","51.93","2.14","1"
"18","3.94","1.65","4.55","0","6.49","9.11","3","18.22","51.1","32.58","6.66"
"19","2.96","1.55","0.55","0.58","5.94","8.41","7","36.59","59.95","24.12","10.36"
"16","2.87","3.95","3.44","0","5.7","8.97","8","41.49","52.7","40.2","15.54"
"20","6.35","3.28","2.93","3.23","7.07","8.21","6","37.49","37.65","58.95","37.1"
"21","4.25","1.61","3.73","0.75","8.54","6.14","10","42.02","34.45","58.05","37.05"
"23","4.16","2.65","1.88","2.44","6.62","5.1","8","34.32","43.57","51.17","21.22"
"16","4.94","2.11","2.19","3.39","5.47","9.38","4","30.18","72.29","32.83","19.42"
"18","6.13","2.04","1.32","0.03","8","5.9","5","43.74","27.69","51","29.9"
"22","6.48","1.43","1.84","1.78","7.55","8.89","1","33.9","31.55","40.01","23.71"
"24","3.51","2.74","3.5","1.39","4.81","7.16","5","18.53","61.67","20.88","1"
"23","4.68","3.83","3.61","1.79","7.95","6.01","10","40.1","26.93","52.91","39.16"
"21","4.46","1.21","0.4","2.76","6.01","4.6","2","18.85","52.01","17.17","1"
"22","4.49","0.75","3.63","0.07","6.81","9.63","7","23.49","31.98","47.48","28.68"
"23","5.6","1.96","3.83","0","6.46","7.22","10","41.59","56.49","53.41","23.17"
"23","3.54","1.41","4.4","0.61","7.51","9.92","10","29.85","50.15","43.59","21.31"
"18","5.51","2.88","1.26","1.78","7.8","11.04","10","43.38","36.82","66.34","36.12"
"17","7.85","0.89","2.99","0.99","6.46","12.74","1","32.14","43.54","45.52","26.17"
"22","2.32","1.44","5.49","0","8.16","12.58","3","4.36","23.46","17.02","14.06"
"16","6.09","0.3","2.81","0.41","8.03","10.08","9","44.48","34.2","69.61","40.66"
"21","3","4.89","1.12","0","7.46","9.48","8","48.34","44.02","39.73","22.78"
"18","6.15","2.22","2.52","1.02","8.29","11.19","4","36.15","51.62","39.14","20.66"
"22","6.83","2.41","2.53","0.4","7.91","5.33","10","53.69","10.91","73.47","59.59"
"17","6.64","2.08","4.09","0","4.86","5.69","10","32.08","78.79","54.35","19.41"
"21","3.04","3.4","4.33","1.5","7.26","5.25","2","18.31","42.82","14.18","1.84"
"18","1.85","1.47","6.56","0","7.45","6.85","7","23.52","54.3","21.26","15.15"
"21","6.53","2.06","2.29","0.77","7.48","7.15","9","52.58","32.17","64.5","38.74"
"22","4.67","1.39","2.19","1.61","7.11","9.5","5","26.48","74.26","25.92","3.96"
"20","5.43","2.61","2.72","0.48","10","9.67","3","31.66","40.13","38.75","24.11"
"17","0.36","0.32","1.67","0","8.2","8.4","10","34.85","45.18","29.57","31.61"
"24","3.65","1.67","2.21","2.42","8.15","2.42","1","25.72","25.34","34.24","13.38"
"23","5.08","2.44","3.51","2.51","8.51","8.61","10","40.57","22.94","56.72","34.5"
"23","2.68","1.35","4.44","2.33","9.11","7.17","7","20.96","32.11","39.06","17.15"
"16","4.04","2.31","3.22","1.06","5.35","8.99","3","20.41","56.62","25.41","7.93"
"17","6.42","1.91","3.64","2.35","8.61","5.46","6","35.83","26.55","57.79","43.59"
"23","3.3","2.21","1.81","3.05","7.67","6.22","6","34.35","35.51","32.22","15.14"
"20","4.19","4.04","3.17","3.68","8.04","8.29","3","31.07","32.07","32.58","21.97"
"21","4.09","0.66","2.67","0.16","5.96","8.27","2","15.53","60.84","11.61","1"
"18","7.99","3.06","2.95","0","7.31","7.59","4","35.99","47.87","56.82","31.91"
"17","7.41","4.46","4.67","1.5","6.62","4.4","10","51.4","40.34","74.62","44.65"
"16","4.94","4.27","1.25","0","7.32","8.76","4","38.86","50.47","29.19","15.21"
"23","3.56","2.68","4.87","1.99","6.47","1.46","7","21.86","40.41","44.95","11.33"
"18","5.1","0.76","3.13","1.01","5.54","9.36","8","30.75","80.34","35.83","7.67"
"22","5.75","0.88","2.49","0.75","6.79","10.18","4","23.04","68.67","31.88","8.75"
"19","4.04","3.38","2.53","0.88","5.24","5.06","1","24.33","56.11","19.33","5.77"
"25","4.57","4.57","4.88","1.14","7.15","10.46","9","33.71","40.91","55.42","34.5"
"25","3.46","3.02","3.06","2.36","8.39","6.97","8","27.86","42.52","41.7","27.81"
"24","6.32","2.85","4.8","0.63","8.8","2.4","7","42.72","13.55","63.34","47.08"
"19","7.35","4.09","2.04","2.08","8.77","5.77","7","52.83","36.66","71.7","44.65"
"25","3.13","3.81","4.61","5.15","5.24","7.78","6","2.97","68","12.95","1"
"24","3.52","1.75","3.72","1.65","8.08","8.62","8","28.93","36.09","44.64","25.29"
"22","4.2","2.66","3.36","2.33","5.98","5.48","3","20.77","56.84","22.77","8.28"
"25","1.02","3.02","2.21","0.19","5.52","7.62","10","37.09","52.24","29.76","19.53"
"17","7.91","4.33","1.9","1.1","4","8.05","5","49.06","50.74","62.19","41.54"
"16","5.54","2.41","3.81","1.45","8.34","7.57","8","32.13","42.28","50.21","32.36"
"21","4.1","1.31","2.8","1.82","5.44","3.79","3","21.95","45.24","20.18","10.04"
"20","1.62","4.19","3.64","0","8.59","5.98","7","27.22","27.25","35.23","14.46"
"18","5.89","2.58","3.1","2.14","6.72","7.11","5","33.23","41.05","50.47","22.47"
"21","2.99","1.47","1.41","1.1","5.83","5.25","4","17.66","48.03","18.12","9.94"
"18","5.63","3.3","1.61","2.33","7.14","5.45","8","34.42","42.17","58.46","31.2"
"23","2.82","1.66","1.63","0","7.68","9.8","1","22.06","29.09","16.27","10.24"
"19","1.1","3.94","1.97","0.32","7.67","5.46","7","32.48","32.1","32.99","11.51"
"21","3.78","3.11","1.51","0","7.69","1","6","37.34","10.16","49.59","35.93"
"21","5.74","0.17","4.19","2.32","6.1","10.41","1","7.36","75.73","15.73","1.09"
"22","3.29","1.26","2.71","1.25","6.72","11.9","6","19.25","72.26","26.54","10.59"
"18","5.88","1.83","3.39","0.89","6.32","6.77","6","31.78","25.99","48.81","28.06"
"24","6.36","5","1.96","1.79","6.28","6.8","9","45.68","29.94","71.21","48"
"22","1.76","3.17","1.46","1.89","7.18","6.53","2","24.7","48.51","5.83","4"
"19","3.46","2.37","4.4","0.26","5.19","4.75","1","17.44","52.95","14.37","1.64"
"24","2.38","1.93","3.92","1.31","6.01","7.81","10","27.38","40.56","40.21","15.19"
"17","5.5","4.18","5.12","1.05","6.62","3.89","5","27.21","50.9","43.08","25.47"
"23","3.32","3.43","2.36","0.21","8.08","8.97","9","42.77","39.66","47.05","18"
"21","2.41","1.13","2.01","3.05","7.36","5.23","5","24.17","30.28","35.15","25.86"
"16","7.73","0","2.86","0","9.61","3.7","6","40.14","38.76","63.79","40.81"
"18","5.77","2.44","3.81","0","4.75","7.56","1","18.12","72.31","22.25","3.03"
"16","6.01","1.81","5.1","2.66","7.23","5.69","7","33.06","31.6","52.85","24.45"
"20","5.38","0.73","4.7","1.91","6.49","4.34","9","29.54","33.06","56.9","33.43"
"20","2.8","2.15","3.75","1.4","8.49","11.19","6","17.93","57.22","14.41","8.57"
"23","4.59","2.63","1.85","2.31","5.62","10.6","4","25.01","42.41","34.9","14.53"
"22","3.22","3.11","4.43","2.75","7.24","1.26","2","28.64","28.05","35.35","28.91"
"23","6.73","2.92","2.35","0","6.44","6.67","7","41.15","67.06","50.25","28.91"
"22","4.51","1.68","2.57","1.02","7.25","6.09","2","21.08","43.89","23.87","11.01"
"23","4.13","0.7","5.02","1.88","7.01","7.42","10","31.53","26.42","62.95","36.74"
"24","4.54","2.37","0","2.25","5.41","6.29","2","26.53","53.11","29.37","9.16"
"18","5.53","4.14","3.08","1.97","5.66","9.78","5","31.04","51.32","39.67","10.36"
"20","7.54","2.61","2.41","2.69","7.22","6.71","1","27.86","33.43","51.4","25.27"
"19","5.16","5.93","3.26","0.35","8.07","10.24","7","41.88","32.52","53.21","40.77"
"20","5.65","1.71","2.63","1.22","5.87","8.02","7","39.01","51.5","43.88","19.57"
"20","8.37","3.49","2.38","0.09","8.9","5.19","9","49.53","26.6","69.64","39.99"
"22","4.71","2.27","2.81","0.53","4.98","8.94","3","25.33","45.49","30.48","17.51"
"21","5.22","1.66","0.73","1.85","6.69","9.4","2","27.38","42.93","36.54","3.76"
"22","2.62","1.61","3.29","0.41","6.75","4.07","1","16.33","23.35","15.12","8.2"
"21","4.4","3.83","3.18","2.72","8.43","6.91","6","31.46","28.49","51.07","33.7"
"17","2.32","2.36","3.27","2.76","8.37","7.94","8","22.64","37.31","38.93","14.38"
"24","4.65","5.34","0.76","0.04","7.11","11.01","6","38.55","53.07","31.7","15.72"
"18","3.56","1.19","2.12","0","8.28","8.9","4","22.09","42.31","23.32","8.81"
"21","5.94","1.71","3.79","2.85","6.43","6.34","5","23.8","58.56","39.67","22.82"
"18","3.24","3.15","3.83","0","8.05","3.64","4","21.1","33.16","21.21","8.99"
"22","3.38","4.52","3.78","2.38","5.87","6.21","2","15.63","43.4","13.7","1"
"17","4.42","0.37","3","0.91","7","5.79","2","22.35","38.6","24.5","2.59"
"16","6.18","1.81","1.22","0.25","7.06","5.59","3","34.94","56.21","36.19","12.6"
"21","7.25","0.95","0.15","2.7","7.16","6.41","10","52.07","38.89","75.21","45.23"
"18","2.87","5.17","3.78","0","6.36","2.65","9","42.99","61.82","41.85","21.59"
"18","4.95","3.22","0.72","2.15","9.05","7.41","8","42.81","15.21","62.33","36.35"
"20","4.84","3.17","3.82","0.74","6.78","4.63","5","34.85","53.34","39.58","26.58"
"20","4.18","0.23","2.59","0.92","7.66","10.63","1","16.18","65.82","1.45","1"
"23","4.98","1.3","0.28","2.45","7.37","13.98","1","29.5","51.99","17.91","1"
"22","4.51","2.95","0.01","2.41","6.04","9.63","1","32.5","50.41","30.04","17.98"
"23","6.96","0.6","3.02","2.65","5.75","6.52","10","37.92","45.38","70.37","36.52"
"19","1.88","3.7","0.3","1.52","8.71","7.87","2","22.13","27.16","16.88","1"
"20","6.7","3.44","5.89","0.08","8.45","10.48","5","34.56","42.06","48.7","29.57"
"16","3.42","2.79","0.89","0.62","8.14","11.32","9","41.83","51.08","51.44","25.74"
"25","5.24","2.99","3.95","1.91","7.5","8.36","8","35.61","51.75","53.72","31.01"
"22","6.3","3.66","5.19","0","7.32","6.47","4","25.07","63.36","32.72","2.43"
"23","3.7","0.01","2.89","0.43","6.68","6.81","3","15.47","41.69","10.5","8.95"
"19","5.23","1.86","5.68","2.22","8.82","9.37","5","32.74","43.57","39.95","18.5"
"24","2.04","3.17","2.18","3.55","6.26","7.92","4","17.88","46.85","5.07","1.1"
"24","5","3.55","1.94","3.68","6.47","6.83","1","17.29","46.51","21.92","11.43"
"19","6.56","1.85","2.81","0.22","7.1","5.43","9","51.1","37.6","67.34","41.03"
"25","5.56","3.03","2.79","1.58","5.49","6","7","33.47","37.82","57.77","27.52"
"16","4.91","1.89","3.95","1.97","8.82","10.33","9","41.14","41.03","56.13","37.69"
"19","6.9","5.42","2.39","3.15","5.03","11.42","3","27.71","67.76","27.51","11.09"
"18","5.2","0.53","3.08","0.38","6.43","5.7","2","21.6","38.88","28.12","7.54"
"24","4.44","1.51","0.54","0.07","9.61","5.94","8","44.24","4.01","64.27","52.79"
"16","1.78","3.63","3.88","0.7","8.35","9.12","9","42.09","49.58","34.11","23.11"
"21","3.92","3.22","2.01","0.5","7.2","6.88","5","32.98","26.25","41.67","21.26"
"22","3.75","0.21","2.75","1.42","4.52","6.81","10","29.79","47.62","44.89","20.54"
"17","5.98","0.51","3.67","2.76","6.97","4.83","2","18.44","47.36","26.33","1.03"
"23","4.68","3.39","3.29","2.58","6.36","8.23","9","28.47","49.98","43.98","13.57"
"17","3.14","4.94","5.79","2.09","6.7","7.75","2","12.41","57.1","7.08","1"
"19","5.32","2.71","3.58","2.55","7.17","9.59","4","30.52","63.11","32.68","15.06"
"18","5.63","1.76","3.99","2.42","5.94","9.88","8","28.77","66.72","41.53","14.88"
"24","4.6","3.51","4.03","0","6.98","7.57","5","30.98","67.41","27.21","13.4"
"24","0.89","3.24","3.24","0.92","6.82","1","5","25.43","24.08","15.29","22.01"
"17","5.31","1.24","3.81","3.03","8.41","9.83","2","19.53","34.94","25.26","7.06"
"23","6.94","2.22","1.44","0","7.48","6.57","10","43.34","39.22","76.41","43.86"
"23","4.29","1.77","2.57","2.03","5.81","6.56","1","15.04","45.51","6.46","1"
"24","7.73","1.48","3.37","0","7.79","6.58","3","35.18","35.61","50.4","29.84"
"22","3.08","3.42","1.29","0","7.33","9.73","2","20.33","53.5","7.64","1"
"24","2.91","0.51","1.13","3.72","8.52","4.96","5","14.3","27.44","26.37","12.3"
"19","2.97","3.95","3.76","0.65","8.61","4.59","10","46.4","19.11","52.16","37.47"
"20","4.55","1.68","2.74","0.92","6.44","8.54","5","33.8","45.61","44.66","26.9"
"22","4.77","2.53","3.65","1.29","7.94","9.55","7","25.87","36.68","43.31","32.7"
"19","5.4","2.75","0","2.33","6.51","8.67","7","36","47.87","57.08","30.19"
"24","6.66","4.46","5.81","0.83","6.97","7.97","1","33.27","39.09","37.45","18.48"
"19","5.12","0.62","4.07","0","8.06","8.32","5","21.62","42.18","35.82","11.82"
"24","6.01","4.32","2.22","0","6.75","8","2","29.87","39.56","37.36","20.25"
"18","2.86","2.43","3.32","0.24","6.09","6.69","5","26.22","45.51","29.38","13.18"
"22","2.5","3.3","3.55","0","7.26","9.46","5","24.17","54.34","24.95","8.11"
"25","6.69","2.34","8.2","0.45","5.73","2.63","10","45.24","51.96","65.13","28.16"
"19","4.23","0","5.03","1.42","7.52","12.69","4","18.28","55.85","19.46","1"
"24","2.88","3.42","4.09","0","6.58","8.26","3","19.34","30.84","34.56","24.73"
"16","3.02","2.49","2.09","0","6.59","3.46","5","34.37","21.97","28.26","23.03"
"16","4.62","2.64","3.21","0.46","6.54","7.09","1","28.71","42.29","24.73","1.82"
"24","4.1","2.04","1.7","0","9.73","8.1","1","33.89","24.71","33.79","29.95"
"18","5.03","3.39","1.41","1.28","4.95","11.72","10","42.17","40.06","60.49","40.74"
"18","6.45","4.01","4.86","2.4","7.3","9.64","4","31.43","33.03","48.47","30.28"
"16","4.49","4.04","4.35","4.54","8.24","9.27","1","21.9","55.63","10.21","1"
"21","3.78","2.62","0.38","3.11","4.18","10.75","2","10.07","68.04","16.83","1"
"25","7.79","5.16","5.03","0.54","7.26","4.16","3","34.85","32.4","55","34.77"
"17","3.38","5.61","4.71","0.93","7.21","6.77","5","30.99","52.17","40.97","19.06"
"19","5.66","4.85","4.17","2.6","5.88","1.54","2","25.44","37.06","40.55","29.07"
"17","3.36","0.1","3.85","3.62","8.79","10.2","2","15.84","37.41","12.81","6.33"
"23","3.87","2","2.76","2.44","6.54","7.04","10","31.38","47","42.1","23.75"
"19","3.67","1.13","6.08","2.98","7.94","8.49","6","10.33","42.33","28.87","15.05"
"19","7.25","3.92","1.66","1.49","8.28","10.66","8","48.7","41.75","58.09","47.96"
"19","7.15","1.18","2.28","2.14","6.87","3.78","7","29.75","19.41","54.51","32.88"
"25","5.97","0.17","4.23","2.21","7.59","7.19","3","21.27","50.92","26.54","1"
"21","4.08","3.92","1.57","1.43","6.29","8.68","2","26.38","60.6","22.05","6.6"
"17","3.6","2.89","3","0.67","5.55","10.87","3","33.6","59.36","13.76","9.24"
"24","4.15","1.59","2.49","1.54","7.67","10.76","8","34.32","36.46","51.97","34.63"
"21","4.06","2.01","3.31","0.41","6.68","6.84","6","26.27","43.97","38.36","5.29"
"19","5.49","1.12","0.92","0","4.09","7.47","6","30.29","43.74","37.97","19.71"
"21","4.49","3.86","2.12","1.72","7.49","5.9","5","35.03","28.59","44.15","27.07"
"21","2.53","1.87","3.61","3.19","6.81","8.2","8","25.23","43.45","29.44","17.98"
"16","4.37","1.95","4.03","1.41","8.6","6.43","5","36.32","44.41","27.73","14.19"
"20","6.03","2.32","4.4","3.53","6.94","3.69","7","30.89","28.63","57.72","39.34"
"23","5.1","1.62","6.42","0.86","7.44","8.84","8","23.87","33.07","49.7","17.78"
"25","5.46","3.21","0.87","2.19","7.63","6.69","9","44.71","42.22","61.79","38.39"
"21","0.99","3.99","3.19","0.24","6.56","11.12","3","17.79","73.71","1","1"
"22","5.33","4.25","1.31","1.66","4.81","10.02","1","23.7","81.83","13.67","1"
"20","2.02","2.01","5.26","2.55","8.25","5.34","3","5.95","22.47","21.73","15.46"
"21","3.27","1.66","1.84","3.19","8.76","11.25","9","38.99","52.82","46.88","23.85"
"25","6.85","2.58","2.94","1.86","8.48","7.59","7","37.11","29.23","58.17","26.52"
"22","6.45","3.98","5.94","1.33","4.32","5.19","1","17.33","48.37","25.95","7.9"
"19","7.76","1.6","3.42","0.26","6.36","4.47","9","45.52","46.4","70.46","37.23"
"20","3.45","4.47","3.43","4.99","7.91","5.27","10","43.7","32.21","47.67","39.45"
"18","2.07","1.09","3.87","3.14","6.62","6.8","2","8.87","46.27","2.1","7.79"
"23","4.3","3.73","5.81","0","6.1","8.13","3","17.29","63.32","17.95","2.25"
"17","2.85","1.79","0","0.45","7.14","8.35","3","28.56","39.57","17.4","14.14"
"17","4.38","1.58","2.63","0","8.6","5.15","8","33.04","47.16","38.18","14.6"
"23","4.5","3.11","0.99","1.82","6.33","7.01","10","37.94","50.18","48.2","12.77"
"17","5.67","2.31","3.35","1.53","8.28","8.96","10","39.74","40.4","60.55","40.4"
"18","3.53","1.89","1.2","1.07","4","7.92","5","26.05","51.24","28.39","2.95"
"16","4.82","3.41","1.11","0","7.81","8.43","2","32.48","58.51","24.52","18.42"
"23","2.23","3.49","2.64","4.1","8.33","4.9","3","29.77","10.88","37.01","16.95"
"20","4.38","2.52","4.3","0.43","7.35","4.38","8","40.42","35.67","56.06","38.04"
"19","4.06","2.71","1.45","1.9","6.99","6.64","7","44.81","39.75","41.88","34.98"
"21","3.37","4.71","3.78","1.63","6.17","4.62","6","21.54","37.5","37.48","18.83"
